distance_from_peak_center_bp	distance_from_peak_center_mb	methylation_H3K27ac_peaks	support_H3K27ac_peaks	bootstrap_mean	bootstrap_std
-494300	-0.4943	0.7714044665241794	36	0.6857705724376224	0.09157136950828801
-494200	-0.4942	0.7649762193155158	33	0.7341812315330507	0.07138201173932986
-494100	-0.4941	0.7379089444033655	31	0.7355970634502343	0.03930663479842116
-494000	-0.494	0.8027236126012801	28	0.6728818759558755	0.08182655817218518
-493900	-0.4939	0.8231225720098502	24	0.7462258945817509	0.021290112997684636
-493800	-0.4938	0.7646162210558948	32	0.7079500941930119	0.08865752304259861
-493700	-0.4937	0.6789448789705498	30	0.6931361898538178	0.09975057693569869
-493600	-0.4936	0.7844415520447522	28	0.705768622103242	0.06223064554814966
-493500	-0.4935	0.8037005022295692	31	0.7356088406232849	0.06408053197247357
-493400	-0.4934	0.785916996367935	32	0.7076627489876811	0.07366119716424326
-493300	-0.4933	0.8118072935813002	37	0.7074816205677117	0.0379919897279956
-493200	-0.4932	0.7869006963639754	33	0.6860968034603061	0.09407958389664182
-493100	-0.4931	0.8290873067611182	34	0.7117349555342786	0.08943359936923301
-493000	-0.493	0.7728590659960887	31	0.707313007551489	0.11318727677071408
-492900	-0.4929	0.7809759466142152	32	0.7047082107708212	0.10193583104294121
-492800	-0.4928	0.8070848584170157	33	0.7067726605037273	0.055961268387843856
-492700	-0.4927	0.7774661693934877	35	0.6877627466392512	0.03696981554874459
-492600	-0.4926	0.8474075317180947	33	0.7852845243533578	0.06722706042414757
-492500	-0.4925	0.8036822703228035	29	0.7206617064040388	0.0847448664343208
-492400	-0.4924	0.8941194847210673	27	0.7448664010545171	0.058463398784106224
-492300	-0.4923	0.8290033155470348	28	0.7285681673736706	0.07217809865092606
-492200	-0.4922	0.8649252582256094	28	0.7498166316077752	0.048171537324024696
-492100	-0.4921	0.7887273402147467	26	0.6942852517332307	0.10945504067684209
-492000	-0.492	0.8300396250368929	34	0.6725764612336029	0.11871396144508793
-491900	-0.4919	0.8322966698455876	29	0.6909409800454187	0.10321355648654107
-491800	-0.4918	0.8172653182794535	35	0.692056191474587	0.10224139058135168
-491700	-0.4917	0.7841905356118619	31	0.7560640397101503	0.05009871938255115
-491600	-0.4916	0.8102802650332144	26	0.7096056899856755	0.051502346170434934
-491500	-0.4915	0.7693438190865873	32	0.7409221380224951	0.06555673794804708
-491400	-0.4914	0.7696506258541977	29	0.7300668180057223	0.040337796979720945
-491300	-0.4913	0.7528443174848433	30	0.7089781275183678	0.1034574590227259
-491200	-0.4912	0.7143127445966653	33	0.7168395519086833	0.050248540247256585
-491100	-0.4911	0.776909723341297	30	0.7199425934822872	0.0659651784821891
-491000	-0.491	0.7762300156812506	33	0.6272597138656774	0.09027254669039128
-490900	-0.4909	0.7677427401926472	33	0.6871421697102161	0.08490495875723438
-490800	-0.4908	0.769946996917117	32	0.6607964597549959	0.0645759819071534
-490700	-0.4907	0.7289322086485891	28	0.6595708800129166	0.058808566758329274
-490600	-0.4906	0.7158723426429991	27	0.6890459778522505	0.06481337951385548
-490500	-0.4905	0.7344341338790985	26	0.6876802164569589	0.06786031968059232
-490400	-0.4904	0.7545778684671982	31	0.6741902436114082	0.0813439613165818
-490300	-0.4903	0.777871990704007	24	0.6715370520230982	0.0879979513657761
-490200	-0.4902	0.7707933956944492	29	0.729749777794231	0.09901302449666602
-490100	-0.4901	0.8306241224047829	30	0.7171426285353479	0.07612041155132172
-490000	-0.49	0.8033448901966174	35	0.7223571174530383	0.09827019831845434
-489900	-0.4899	0.8215901920306923	33	0.6948918113751286	0.09719136437130556
-489800	-0.4898	0.8514975285069843	30	0.7193149893456938	0.042078815533111984
-489700	-0.4897	0.7926409059249381	28	0.6995119046844511	0.0704070849638637
-489600	-0.4896	0.7962903696092837	22	0.6757630826780845	0.036685848155148006
-489500	-0.4895	0.7205970516330316	28	0.702477103033309	0.0517645317294836
-489400	-0.4894	0.7633672610072005	31	0.7299313285255125	0.07088991138469644
-489300	-0.4893	0.8126219695393193	22	0.7237632873433151	0.08578368436458625
-489200	-0.4892	0.7174250302488463	28	0.7007083719072268	0.07332791011499645
-489100	-0.4891	0.7725961545429074	32	0.691779669591355	0.07530608839948086
-489000	-0.489	0.7706727028880231	33	0.7263470078199188	0.07182339516906697
-488900	-0.4889	0.7788809038038381	29	0.6966407975268583	0.06273891973298125
-488800	-0.4888	0.7777748356838169	33	0.7487629060571269	0.07586560734093858
-488700	-0.4887	0.8567194697858327	32	0.6870194676506779	0.07058304044697893
-488600	-0.4886	0.8381488535713468	31	0.7122682764504649	0.0690510643105146
-488500	-0.4885	0.7004547225267153	30	0.6974879775836834	0.05894076722228766
-488400	-0.4884	0.789303849274548	28	0.7402116286481253	0.07545633258936355
-488300	-0.4883	0.790877301849155	30	0.7032690575481105	0.1183625180224021
-488200	-0.4882	0.7218148420070023	28	0.7004274393143239	0.02496101422966165
-488100	-0.4881	0.8166069203622445	30	0.6999885126476127	0.058237573540334306
-488000	-0.488	0.7731818386427105	34	0.7182627920428342	0.05881451192866127
