distance_from_peak_center_bp	distance_from_peak_center_mb	methylation_H3K27ac_peaks	support_H3K27ac_peaks	bootstrap_mean	bootstrap_std
-422800	-0.4228	0.7185567334693229	33	0.6938826492501351	0.04893529598455172
-422700	-0.4227	0.7311212849200092	33	0.75485247665949	0.036251302814510604
-422600	-0.4226	0.7761258269083613	40	0.6598184223688189	0.05814823836381393
-422500	-0.4225	0.6825438135528199	32	0.6923675362142651	0.08726944718779871
-422400	-0.4224	0.7629814851022229	38	0.6899268719348864	0.09595632663660614
-422300	-0.4223	0.7610507897581292	33	0.7089076923021705	0.057164517136919564
-422200	-0.4222	0.7248640599839417	33	0.6822820134113589	0.09036880990657602
-422100	-0.4221	0.7611617334871011	24	0.6848359929345513	0.053096719772267945
-422000	-0.422	0.760558636662425	31	0.7211785728128758	0.05906566087833607
-421900	-0.4219	0.6046888619504265	34	0.6995679756259907	0.08364558231140395
-421800	-0.4218	0.7208416289948871	34	0.7087139506390693	0.08606713609920402
-421700	-0.4217	0.6694515240900153	33	0.744390972337028	0.036838309318079396
-421600	-0.4216	0.7056578899672133	35	0.7093747451274914	0.06822554435665111
-421500	-0.4215	0.7054935816470473	36	0.7327333977772044	0.09253662423202091
-421400	-0.4214	0.7229233704256484	36	0.707975086242937	0.05600218004685061
-421300	-0.4213	0.7515702921921945	35	0.7171992180589263	0.04980471181689743
-421200	-0.4212	0.7077059516749491	29	0.6894542457095396	0.06881568663348565
-421100	-0.4211	0.7932271897214473	32	0.7193375883747958	0.025118132445868496
-421000	-0.421	0.7417434013049224	33	0.723773824447574	0.0695235047838559
-420900	-0.4209	0.7457575796878729	39	0.7130685159569715	0.045419190641434286
-420800	-0.4208	0.6712735314714874	28	0.6849170147617699	0.0731368725041855
-420700	-0.4207	0.701624933806845	29	0.7067746362079823	0.05387428561130085
-420600	-0.4206	0.7569810015873527	38	0.7492739731699879	0.04045437264966127
-420500	-0.4205	0.7005253917981683	30	0.6843628725989319	0.05207385655132812
-420400	-0.4204	0.7674842552850173	29	0.7289995355788481	0.04130916160057819
-420300	-0.4203	0.7379803967347011	26	0.7213446908706879	0.024590767097736985
-420200	-0.4202	0.7837518224889188	26	0.7066557105851926	0.04813261605630104
-420100	-0.4201	0.7314812210200295	36	0.6362219828402979	0.07835625877858035
-420000	-0.42	0.6908574581323311	30	0.6647341122365524	0.10255944073105111
-419900	-0.4199	0.7108944027965481	28	0.6556103800371671	0.04690172698335507
-419800	-0.4198	0.781111709860667	33	0.5793059694783961	0.11634356797987712
-419700	-0.4197	0.7507919736215242	29	0.6666840094873063	0.04330910645800708
-419600	-0.4196	0.7075674754211976	36	0.6716000279775483	0.0440797631828508
-419500	-0.4195	0.7160370947841478	35	0.7069203751916688	0.0677506854165573
-419400	-0.4194	0.6663048451086594	28	0.6013326794386435	0.06484628489202056
-419300	-0.4193	0.6683784206729058	37	0.7324367271034375	0.06427816396407258
-419200	-0.4192	0.6965523859130648	33	0.678897039764161	0.08038240644900346
-419100	-0.4191	0.7039403181924283	33	0.6956687707834451	0.08244834078759015
-419000	-0.419	0.7390897966492425	39	0.6706005396275238	0.024775275700284618
-418900	-0.4189	0.7496166079067605	29	0.7007879806396109	0.0305272122936436
-418800	-0.4188	0.7628847610292677	37	0.6752804260390273	0.050060474512604945
-418700	-0.4187	0.7301024210001422	31	0.6874014588521851	0.12046391592824994
-418600	-0.4186	0.8294001588651269	32	0.6905935760867145	0.09816717418023835
-418500	-0.4185	0.7865183836030294	32	0.7148161781118547	0.10435466079353006
-418400	-0.4184	0.7120427359271794	30	0.7390632626268243	0.04520353840272326
-418300	-0.4183	0.7859365959333365	31	0.699593043389083	0.061442581613894175
-418200	-0.4182	0.7044520513238374	28	0.6632753438555202	0.07239827979724885
-418100	-0.4181	0.7078558942937614	34	0.6734822897940171	0.0321392743238015
-418000	-0.418	0.7228754224206629	29	0.6939216913104314	0.10133330243028035
-417900	-0.4179	0.6363206773504221	29	0.6298560733035664	0.057551594330036315
-417800	-0.4178	0.6858925564988937	32	0.6603168997988986	0.09446125450157479
-417700	-0.4177	0.6610652351601073	29	0.7142991634205138	0.0756432667018362
-417600	-0.4176	0.7151394511284609	35	0.6594228362590699	0.053871920909371034
-417500	-0.4175	0.7024638183819988	28	0.6416014590379227	0.10483382140737421
-417400	-0.4174	0.7861904929198245	34	0.6720222846367239	0.07163441438562133
-417300	-0.4173	0.71600852930175	29	0.6834364685014201	0.08632783033810902
-417200	-0.4172	0.7812016434370859	33	0.739299223571514	0.1185158805833752
-417100	-0.4171	0.7850465386074906	33	0.7647003561547454	0.05114517354893813
-417000	-0.417	0.7584533246692422	30	0.6877100406336096	0.09632416754941683
-416900	-0.4169	0.6518646023032564	31	0.6480891978616773	0.10271744521749258
-416800	-0.4168	0.7204238874482373	30	0.6972458815030089	0.04356384316680907
-416700	-0.4167	0.5867244245708763	31	0.7021766287673803	0.05717507184746986
-416600	-0.4166	0.7208014948414174	24	0.6043542968296951	0.08675747457716515
-416500	-0.4165	0.7003305536570896	26	0.681792590350374	0.06611075149714908
-416400	-0.4164	0.6973517948345234	27	0.6600479198262807	0.061506247198704664
-416300	-0.4163	0.7345110014565078	35	0.6588116433469582	0.0594844004147555
-416200	-0.4162	0.7241823216606624	34	0.6789531986304215	0.05569370538172276
-416100	-0.4161	0.728911255468018	30	0.7190833607050691	0.048356926549187516
-416000	-0.416	0.7795023046020916	28	0.6909463243421827	0.06611419156236793
-415900	-0.4159	0.6966191215946724	35	0.6831483849356697	0.07896614433907477
-415800	-0.4158	0.6954043775055369	30	0.6896506493129537	0.08506697749792605
-415700	-0.4157	0.7453889028794196	29	0.6624777395376691	0.07516046501730783
-415600	-0.4156	0.7561976243473452	27	0.6524268313902503	0.05718133754250605
-415500	-0.4155	0.72788562672348	31	0.6625074118820334	0.06758786318792027
-415400	-0.4154	0.7414133860283312	29	0.6494698671156325	0.08167038053018695
-415300	-0.4153	0.7752582964506185	29	0.7178011016490695	0.07521306778179937
-415200	-0.4152	0.7300689149136902	25	0.6911621945288753	0.09070076319126037
-415100	-0.4151	0.7258554591885418	25	0.6968222892182376	0.07456383725700001
-415000	-0.415	0.7019714161339639	34	0.677138489601829	0.06286899338569384
-414900	-0.4149	0.6886126600654429	31	0.7033231724934721	0.06276168866466822
-414800	-0.4148	0.788168655893373	26	0.726659570074773	0.0647523004469373
-414700	-0.4147	0.6783880736518357	31	0.6619007298482507	0.06556629258094171
-414600	-0.4146	0.7747364217832989	32	0.7234404614303171	0.08178429306165841
-414500	-0.4145	0.770976109703815	30	0.7548017696776886	0.04969657966382424
-414400	-0.4144	0.7514647539953525	31	0.740404560130222	0.07919253634798969
-414300	-0.4143	0.7142713612569142	30	0.6900742170276384	0.09269234975281572
-414200	-0.4142	0.7852829322075782	30	0.645857195293355	0.1257808828628982
-414100	-0.4141	0.7477902512624307	33	0.7099640962548543	0.07362361201711301
-414000	-0.414	0.7631007365032343	32	0.7257246042316388	0.06061993834889015
-413900	-0.4139	0.7381567960159587	31	0.7193059447195511	0.06758760402196017
-413800	-0.4138	0.7321011817138011	36	0.7055157772968164	0.07475920937820697
-413700	-0.4137	0.7032216583865328	32	0.6299045571443429	0.08023612448562918
-413600	-0.4136	0.7586871755418341	33	0.690198484301846	0.033531299339593104
-413500	-0.4135	0.7216920172124518	36	0.6543744883187983	0.10780900405273527
-413400	-0.4134	0.7615310625113907	29	0.6726948773723086	0.07895211381811101
-413300	-0.4133	0.727963412804674	29	0.6815777216109142	0.08816048682671071
-413200	-0.4132	0.7336861128142966	35	0.6627720151411041	0.07385639664710104
-413100	-0.4131	0.6791273610680287	29	0.7239896269336024	0.11252929947900095
-413000	-0.413	0.7496375702586379	31	0.7186625640246728	0.07818660540971767
-412900	-0.4129	0.811085349516146	33	0.6705786355489785	0.081239202410961
-412800	-0.4128	0.7647627142808677	31	0.6701065828766958	0.08627984322012063
-412700	-0.4127	0.7399682153367158	24	0.6877474257876145	0.11015800784299452
-412600	-0.4126	0.7673848817381079	34	0.7215471553907434	0.08516425756883828
-412500	-0.4125	0.7948149543172554	33	0.6611536899578622	0.05422035532795924
-412400	-0.4124	0.6765656513666064	35	0.6834640446395644	0.08078745098172183
-412300	-0.4123	0.6947234013423581	34	0.6845935759260531	0.0811140045952814
-412200	-0.4122	0.7267015660075132	35	0.7107088111413145	0.08370211784190201
-412100	-0.4121	0.7368079271008878	35	0.6638668025145655	0.04249622039995277
-412000	-0.412	0.6974588712767099	33	0.683087721246259	0.11144971552269685
-411900	-0.4119	0.7030469109068272	33	0.7222267758308395	0.04424999306631668
-411800	-0.4118	0.6507095918465076	29	0.6975741709767506	0.04520362207895479
-411700	-0.4117	0.6645761877705018	38	0.6626521352094584	0.054880015468777
-411600	-0.4116	0.692157030295351	31	0.6623561440854961	0.09639783335668153
-411500	-0.4115	0.8590912917691385	27	0.676587553187243	0.10512476906043652
-411400	-0.4114	0.7851656786468817	31	0.6631983091387272	0.10237532581106808
-411300	-0.4113	0.7151933451146271	27	0.6623970828971848	0.0458047906670613
-411200	-0.4112	0.7081753604327744	34	0.6210997063256608	0.14444141779987127
-411100	-0.4111	0.7137325414184276	28	0.6768551544106212	0.06065097138034625
-411000	-0.411	0.7178192343366223	35	0.6302177536141278	0.11384333438092105
-410900	-0.4109	0.7251893200578883	35	0.7063059758099902	0.03367022000242307
-410800	-0.4108	0.7755933097536291	33	0.6997644364089063	0.0774192781513951
-410700	-0.4107	0.7837528582930757	30	0.6773499702664102	0.04976408996818119
-410600	-0.4106	0.7635979808551466	30	0.6985015303874472	0.059990029920039406
-410500	-0.4105	0.6924889129122603	29	0.7221332231452529	0.04302893768958169
-410400	-0.4104	0.7959679506762387	36	0.6623140664372992	0.07761025929459
-410300	-0.4103	0.7859377787077612	36	0.6827421753583306	0.08044254931069962
-410200	-0.4102	0.8677212514627652	32	0.6476763837585441	0.10253524563186993
-410100	-0.4101	0.7731857037674983	32	0.6757827213352947	0.03338277769753207
-410000	-0.41	0.830206688016178	30	0.6356605840371141	0.07483738993129889
-409900	-0.4099	0.712702293398208	33	0.6906546849581472	0.08225875108507867
-409800	-0.4098	0.7706424186179609	31	0.6768622367742523	0.08231141668649118
-409700	-0.4097	0.776283492391725	24	0.6738136468552159	0.07545628501888005
-409600	-0.4096	0.7957429974561526	30	0.6724161527176925	0.035305993271948756
-409500	-0.4095	0.8173125805335905	29	0.6654615868639417	0.04846612613626196
-409400	-0.4094	0.7304631964736131	40	0.637128563138724	0.07166602181066482
-409300	-0.4093	0.8510753203277273	30	0.6647874845635903	0.05846010081644015
-409200	-0.4092	0.7441097810069801	34	0.6175641112751971	0.051707149929790586
-409100	-0.4091	0.8553753294407125	33	0.65228633436006	0.03241435126839174
-409000	-0.409	0.7355233381238487	29	0.6396336661800557	0.04712305003999245
-408900	-0.4089	0.7516237501659536	33	0.6749796717070391	0.05511783578128363
-408800	-0.4088	0.7399259568843608	31	0.6773844441473935	0.05435308521624061
-408700	-0.4087	0.7675670470238392	32	0.7160997993990493	0.08484003828634576
-408600	-0.4086	0.736205526264749	36	0.7306418030276399	0.04232125705925712
-408500	-0.4085	0.7589472007312756	35	0.7593343023581138	0.055581805118521885
-408400	-0.4084	0.7071484831418847	33	0.7033745681113389	0.04974274225544862
-408300	-0.4083	0.7150482237112316	33	0.694941933084158	0.060460297665478065
-408200	-0.4082	0.6765601579176554	33	0.6721765673984205	0.04907236745931079
-408100	-0.4081	0.6629318390264379	33	0.722487894156707	0.04912355946502317
-408000	-0.408	0.6751563892467439	34	0.6589795560436508	0.022459599469268583
-407900	-0.4079	0.6544421056215135	28	0.6922259338515169	0.06376437093072257
-407800	-0.4078	0.7526180908223608	33	0.6689203913864907	0.06962626289080336
-407700	-0.4077	0.7337288963643381	34	0.6629404153469293	0.10671195875191425
-407600	-0.4076	0.7412553066566472	32	0.7088629835882166	0.07976350587816482
-407500	-0.4075	0.7324221734376867	33	0.7206938846431241	0.053284062597709826
-407400	-0.4074	0.7378195574683398	30	0.6433225259763271	0.09527849580525999
-407300	-0.4073	0.7425202990587908	37	0.6408783593755721	0.10741678000750905
-407200	-0.4072	0.654763029520401	31	0.6535944405119565	0.023987794483014576
-407100	-0.4071	0.7534611650625144	34	0.6215999969506846	0.0699088838633998
-407000	-0.407	0.7214695449899559	34	0.6177049594720027	0.08438303377176308
-406900	-0.4069	0.8236640648210555	32	0.6697816694624383	0.07977688646831986
-406800	-0.4068	0.6938208060243062	31	0.6491566744587698	0.10705039045452401
-406700	-0.4067	0.7337596249420508	32	0.6990945302393937	0.10570854237795471
-406600	-0.4066	0.81098085446884	32	0.6345338091328436	0.07025331984925871
-406500	-0.4065	0.7983548326085128	33	0.6837775132282539	0.07472261901402286
-406400	-0.4064	0.721824033015952	32	0.6478465747548041	0.06202497428357215
-406300	-0.4063	0.8341980696474102	29	0.7320610514646256	0.0405228889838193
-406200	-0.4062	0.7826184619407353	32	0.7185009916340771	0.048621825929644875
-406100	-0.4061	0.8024517020663762	33	0.6802147004157473	0.07938740728037791
-406000	-0.406	0.7233336265148099	35	0.7246293550329315	0.08166121244491509
-405900	-0.4059	0.7521762907735431	33	0.6923446097088909	0.05899479031924192
-405800	-0.4058	0.7274180721232681	34	0.7221400802671416	0.066281507756109
-405700	-0.4057	0.760703591403378	31	0.6700230246811227	0.07890231868749153
-405600	-0.4056	0.8253400334525393	29	0.6951584773889719	0.06784038118859297
-405500	-0.4055	0.7639723892306555	31	0.6658969679572267	0.09287555986717815
-405400	-0.4054	0.8042311399058496	35	0.674117281415777	0.08986236195915204
-405300	-0.4053	0.7915174712795313	33	0.6850639391390506	0.08492457914138929
-405200	-0.4052	0.7509642755977927	33	0.6891372765465776	0.060478718950605734
-405100	-0.4051	0.7581510370664825	31	0.7300908350346871	0.034809300030738705
-405000	-0.405	0.7625713109710847	34	0.7632798442859097	0.059649877016097495
-404900	-0.4049	0.7551757356162684	33	0.676014930967473	0.069919188736073
-404800	-0.4048	0.7837728284449426	29	0.7029514988068495	0.1061424808335038
-404700	-0.4047	0.712563999253463	28	0.6735012098648768	0.05778219921795141
-404600	-0.4046	0.7348635010279004	29	0.6457613166192677	0.0804315549278776
-404500	-0.4045	0.721680223873563	33	0.697710032330244	0.05296419327538636
-404400	-0.4044	0.7771510897288935	33	0.6978712637933153	0.03503487701151411
-404300	-0.4043	0.6903146618986066	33	0.688572720516133	0.10599846434904292
-404200	-0.4042	0.7433331623200978	34	0.6603283457189307	0.07884564705653034
-404100	-0.4041	0.6476954452107124	23	0.657236703386541	0.05789936576194446
-404000	-0.404	0.7529954406312885	34	0.7141932116137042	0.04557329881936464
-403900	-0.4039	0.7512415790707418	32	0.7192688988182956	0.06083154024997983
-403800	-0.4038	0.711897084628082	35	0.689406205260749	0.0933447951612759
-403700	-0.4037	0.7391859424047548	32	0.7487002534404115	0.09311353912705106
-403600	-0.4036	0.7494982524348854	29	0.6633831250449529	0.07471656029191918
-403500	-0.4035	0.7533768819482243	27	0.6907327965482398	0.098103739157245
-403400	-0.4034	0.7610720263193187	28	0.7018842767686421	0.1463714191222852
-403300	-0.4033	0.7077939767432613	31	0.7064300229334736	0.06729918693890113
-403200	-0.4032	0.734114144240117	29	0.7387950222813695	0.0865889757371583
-403100	-0.4031	0.740253644067623	32	0.7354171499461357	0.07822784314857513
-403000	-0.403	0.732446021095354	31	0.731194374942833	0.12143075376040383
-402900	-0.4029	0.6827287453433168	34	0.7587680275687385	0.0764293971328769
-402800	-0.4028	0.71010935558064	34	0.7212359693705528	0.07568575577330826
-402700	-0.4027	0.8279373370208676	31	0.7246962061985455	0.08761473838383967
-402600	-0.4026	0.7182702201268003	30	0.7412835714571825	0.08709060384783157
-402500	-0.4025	0.7214360557512564	25	0.7303595750908395	0.08143411162504834
-402400	-0.4024	0.7085767533366084	28	0.737014589105628	0.10082653681390528
-402300	-0.4023	0.7087235105180613	31	0.6757828113499189	0.10348743590205894
-402200	-0.4022	0.6977653336572227	30	0.6869981363623452	0.1032502589198999
-402100	-0.4021	0.6896191732857812	33	0.7609336899321952	0.0690480598351897
-402000	-0.402	0.7048679411988156	34	0.7061851422387531	0.08183635282875931
-401900	-0.4019	0.7389672192483319	32	0.725536346963889	0.1279536323104451
-401800	-0.4018	0.6806198222365386	31	0.683244788507445	0.10709076137386045
-401700	-0.4017	0.7074671552702867	32	0.6863830068093437	0.0796743114943613
-401600	-0.4016	0.7377709758183761	32	0.7552167392766691	0.12915376545817786
-401500	-0.4015	0.6835563143893545	35	0.6724862375694408	0.09061455267773633
-401400	-0.4014	0.6246525054986243	26	0.7003233683061693	0.11624409907157457
-401300	-0.4013	0.7477306955854544	31	0.71248087723298	0.0607444934513547
-401200	-0.4012	0.7446905805428597	30	0.7238141467909724	0.07162030944016776
-401100	-0.4011	0.7219472068270667	38	0.6393199554756758	0.06721733830964415
-401000	-0.401	0.7844773390118267	38	0.7018662997628952	0.06488622427889537
-400900	-0.4009	0.7828718193719681	31	0.6797858458894681	0.10355505610322638
-400800	-0.4008	0.7486381175626617	32	0.6751119947932904	0.0794800959289667
-400700	-0.4007	0.8052312516530084	35	0.6788407868613217	0.06947045764965855
-400600	-0.4006	0.7392644190352644	32	0.7148140829541354	0.024732228839289938
-400500	-0.4005	0.7474007935187015	36	0.6998443899098543	0.043462262970031654
-400400	-0.4004	0.7113412948371298	29	0.699222754816113	0.07634482089118265
-400300	-0.4003	0.7578234894879674	37	0.684087504249805	0.08280540783767698
-400200	-0.4002	0.7339040280061412	28	0.6761676505816389	0.07985745470728677
-400100	-0.4001	0.6975669778622808	29	0.6482847855845557	0.09136726333890317
-400000	-0.4	0.7019527707485776	33	0.6649631751452145	0.06599428037476716
-399900	-0.3999	0.7160925070984456	36	0.6592362779876837	0.07291473860834702
-399800	-0.3998	0.7211731437678761	33	0.6665220356082248	0.05617018744299164
-399700	-0.3997	0.8157954014562339	31	0.6875611496386117	0.0403357529917241
-399600	-0.3996	0.7397185010564428	28	0.6569540529182609	0.07797918764514931
-399500	-0.3995	0.8331069194605297	29	0.7006037377906023	0.0650910486466573
-399400	-0.3994	0.7231372088839297	28	0.6552216185695976	0.06970875686294846
-399300	-0.3993	0.741339806356013	27	0.7017982693987016	0.10130353131973259
-399200	-0.3992	0.7136027823698905	32	0.6764666181534746	0.08667965987020831
-399100	-0.3991	0.7072894573594267	30	0.691137982413186	0.08299738943227417
-399000	-0.399	0.7751612223300942	37	0.6400250733747892	0.08568470076939959
-398900	-0.3989	0.7371761693453357	26	0.6621672154996379	0.0658351105008055
-398800	-0.3988	0.7234661246997434	23	0.6775264082460719	0.07672843916913312
-398700	-0.3987	0.7677342538209658	31	0.6723034028145627	0.08191011309208902
-398600	-0.3986	0.7971099306250534	30	0.7425742331364191	0.06941605189517658
-398500	-0.3985	0.7783486699121608	31	0.7406379794735404	0.06231571519994351
-398400	-0.3984	0.755445079425379	30	0.7094271427900208	0.04224887076089555
-398300	-0.3983	0.7609533577337185	29	0.7149514344548331	0.07001584359584467
-398200	-0.3982	0.7651886411390113	27	0.6823549062451856	0.08720323588037907
-398100	-0.3981	0.8062390042673158	39	0.7108123139533291	0.08356903634000719
-398000	-0.398	0.7678027085545416	35	0.6637290891199605	0.09259720036822512
-397900	-0.3979	0.8309150285518923	31	0.6577653372631167	0.07529654903040918
-397800	-0.3978	0.7632254064062349	35	0.7271424107555532	0.08872847221793803
-397700	-0.3977	0.7645949104802092	27	0.7221736037477202	0.04778774539916448
-397600	-0.3976	0.7682893020142525	33	0.710472483814485	0.08395580542269378
-397500	-0.3975	0.7578914382751647	31	0.6921797699910619	0.07578256234757219
-397400	-0.3974	0.7375437421315002	29	0.7317404583902724	0.0984512802374495
-397300	-0.3973	0.7793387561970503	31	0.6793767814590325	0.02636802717256438
-397200	-0.3972	0.7276714450960587	32	0.6962342457913506	0.09416279960841006
-397100	-0.3971	0.7131931463773831	36	0.7289235618925354	0.0909882141396636
-397000	-0.397	0.7378980214492944	27	0.7081126784589626	0.0646501536963239
-396900	-0.3969	0.7419773116905016	29	0.739155774255791	0.04356377232838061
-396800	-0.3968	0.655216534572755	27	0.6709843926097158	0.08984718929959373
-396700	-0.3967	0.7043373268717278	28	0.7274170747407472	0.028771145232806033
-396600	-0.3966	0.7252956612343687	27	0.6832270254308026	0.08326880965750146
-396500	-0.3965	0.7035919839849029	28	0.6829447472656913	0.0914742762999873
-396400	-0.3964	0.7573748851926182	32	0.6881026612856437	0.07200084987940789
-396300	-0.3963	0.8047577122418557	30	0.7061284561284511	0.04972581914529601
-396200	-0.3962	0.7415541506480118	32	0.6959099425933662	0.07472698966815375
-396100	-0.3961	0.7756501871176585	29	0.6640945420777016	0.06350175846955763
-396000	-0.396	0.8318520122022499	29	0.6878923896078635	0.07618493386430467
-395900	-0.3959	0.7913510697803858	27	0.7274991583583676	0.06734010843155211
-395800	-0.3958	0.7679092275415446	28	0.7022864719233136	0.04640754672201177
-395700	-0.3957	0.7865347882044715	36	0.6876593461368476	0.05306567906002038
-395600	-0.3956	0.8053972496237927	30	0.6918688788397562	0.09870502753021841
-395500	-0.3955	0.7474385381905045	30	0.7415330727991274	0.02253511820082291
-395400	-0.3954	0.7445857287492926	30	0.7079821836740485	0.04996740384071939
-395300	-0.3953	0.8177915409138677	30	0.7128852843987804	0.07192855421403999
-395200	-0.3952	0.8098024291960725	36	0.7130929569652997	0.03695696038722303
-395100	-0.3951	0.7640784390253029	38	0.6995515850600615	0.0659762064639702
-395000	-0.395	0.75753998055134	29	0.6899236943517121	0.06799401053776656
-394900	-0.3949	0.74599005296571	33	0.6803220987578704	0.09217549713623946
-394800	-0.3948	0.759347887992806	36	0.7574752998744718	0.05297629431573905
-394700	-0.3947	0.7893284214636437	31	0.6569145526119164	0.11902646647288322
-394600	-0.3946	0.7596856565838606	28	0.7160767086462714	0.04273120063924184
-394500	-0.3945	0.7536314734668974	29	0.7308218743311464	0.0768007080560467
-394400	-0.3944	0.7678136698737003	29	0.7074111378354259	0.06764057306076669
-394300	-0.3943	0.7262430025643264	31	0.6803790446513767	0.03925848279011615
-394200	-0.3942	0.7243384773532805	30	0.729876947807963	0.04119030501888684
-394100	-0.3941	0.8016640712536636	29	0.6942049858525259	0.07052148180444102
-394000	-0.394	0.7270348351401028	32	0.7111987862873024	0.035914895228886294
-393900	-0.3939	0.7731500881044606	29	0.6957148023242323	0.07511715571399993
-393800	-0.3938	0.7144975539367755	32	0.7221223551428407	0.042870009305906585
-393700	-0.3937	0.7935249587050118	34	0.7003829289876589	0.02984368468972442
-393600	-0.3936	0.7060971068225476	37	0.7313202894819991	0.08036127517553261
-393500	-0.3935	0.7210992042427271	33	0.7090294236725047	0.0455225938676265
-393400	-0.3934	0.7540206975065623	35	0.6936925630275704	0.08700447460000975
-393300	-0.3933	0.7048253602744576	34	0.6882777640815825	0.04176550299688074
-393200	-0.3932	0.7104841166522383	33	0.6508704581865772	0.12429927460344672
-393100	-0.3931	0.8012525319788311	32	0.6925250273641058	0.08024707312707217
-393000	-0.393	0.7199870539446227	35	0.7045485713184316	0.027027403196304544
-392900	-0.3929	0.754144834163656	32	0.7050520770974135	0.03893613785371034
-392800	-0.3928	0.8004287464886833	33	0.6856143486517503	0.02895987330621514
-392700	-0.3927	0.6971060787420489	33	0.7067171819571778	0.047068357984608886
-392600	-0.3926	0.7346006247118934	22	0.7082827868214873	0.057666368258747616
-392500	-0.3925	0.7157314436780154	30	0.6846245752263511	0.06526929365773187
-392400	-0.3924	0.7015872062863938	29	0.6596250064358518	0.04268235455118343
-392300	-0.3923	0.7452890437688651	21	0.6850601739806708	0.017340584880839196
-392200	-0.3922	0.7296907815182491	26	0.7291069613394243	0.04708484386775011
-392100	-0.3921	0.7822926312921026	32	0.6867988931106677	0.056766282480477104
-392000	-0.392	0.7543754319622487	22	0.7092340426321273	0.08498105239618557
-391900	-0.3919	0.7749571665619668	26	0.6985766451643178	0.05063563088148514
-391800	-0.3918	0.7996270595691918	27	0.7701057895450253	0.041963654015819474
-391700	-0.3917	0.7327483889348939	36	0.7153010387057396	0.0691603242403249
-391600	-0.3916	0.7569010668732317	27	0.7834331926863995	0.06092834603188432
-391500	-0.3915	0.7594438319578619	29	0.6955954017985114	0.09454663812170733
-391400	-0.3914	0.7466790977450491	28	0.6851151219048497	0.1144371918679355
-391300	-0.3913	0.7657658984184271	29	0.6725832453966268	0.07122367672089873
-391200	-0.3912	0.7913506975501702	33	0.7025416151314262	0.06933844725965746
-391100	-0.3911	0.7413816686686554	28	0.7282472094863139	0.07963705461459925
-391000	-0.391	0.7890979615687218	29	0.6906730348780387	0.09094793529820047
-390900	-0.3909	0.7484718464962739	32	0.6942637749271513	0.03732774838641267
-390800	-0.3908	0.7954595441572678	33	0.7192784639918435	0.03291269149838397
-390700	-0.3907	0.7164445035794382	32	0.7177596902565215	0.028475790770900542
-390600	-0.3906	0.7058898802348195	31	0.6934172480321467	0.09569456615666948
-390500	-0.3905	0.8185497876436723	28	0.7082272340115073	0.05020564096602765
-390400	-0.3904	0.8176942058549486	33	0.7023487286752543	0.10145473856939428
-390300	-0.3903	0.8067108359322481	30	0.7320869835044024	0.06875203314454617
-390200	-0.3902	0.742298897804326	31	0.7188164401367487	0.10579671321858232
-390100	-0.3901	0.7794332055696306	27	0.7271094202130254	0.06567620041240153
-390000	-0.39	0.7001733468833177	28	0.6280798409913253	0.08537706367080249
-389900	-0.3899	0.7982383225744415	33	0.7013882660997973	0.06908617924355644
-389800	-0.3898	0.7391814556479223	35	0.7143910799862676	0.04796967027029748
-389700	-0.3897	0.7620610054873027	32	0.759143876055029	0.06121772631695631
-389600	-0.3896	0.6799807767740089	33	0.7266305665974468	0.07142146634650824
-389500	-0.3895	0.7637670987779039	26	0.7032307831807315	0.06673587054075163
-389400	-0.3894	0.811369968494073	33	0.7041197636024517	0.08230809456602148
-389300	-0.3893	0.8008235772642889	34	0.7102342132622648	0.07375206899162128
-389200	-0.3892	0.7541160169080011	35	0.7164587356301675	0.08954739342275758
-389100	-0.3891	0.7267314451011834	29	0.6461947079935797	0.06176012473317253
-389000	-0.389	0.6979010066247281	28	0.6959671702708402	0.03250773440161957
-388900	-0.3889	0.7281313709655362	32	0.7287344320885173	0.060963744979114325
-388800	-0.3888	0.7750784637902913	30	0.7195038855263338	0.08632250981358705
-388700	-0.3887	0.6973808882934232	31	0.7016561512802012	0.09803392062636497
-388600	-0.3886	0.755180801817147	30	0.7270437089648207	0.06576986712455866
-388500	-0.3885	0.8286330297774848	33	0.6795497761146627	0.06999170463025449
-388400	-0.3884	0.8009506114688223	27	0.7132216058659782	0.03524436848505172
-388300	-0.3883	0.7720958036308614	33	0.6570585854310825	0.0656070781803515
-388200	-0.3882	0.7334647787135724	29	0.6880069755669318	0.07935968424394176
-388100	-0.3881	0.7563205713430947	29	0.6447353146867769	0.10138930255504185
-388000	-0.388	0.7257044066635161	33	0.6257205469102115	0.057649845874370324
-387900	-0.3879	0.7456361935396	30	0.7129919084098066	0.02313162799885364
-387800	-0.3878	0.83179143965087	33	0.7056775808487813	0.04782287854047788
-387700	-0.3877	0.7851226927961058	29	0.7316009624537126	0.06432182377880802
-387600	-0.3876	0.7812641549674774	31	0.660854258640697	0.0701127734742814
-387500	-0.3875	0.8468922972339764	30	0.6503056051550057	0.10486531968211525
-387400	-0.3874	0.765847410483727	33	0.664609726393965	0.11862541958080387
-387300	-0.3873	0.7089368655702177	28	0.738449152046742	0.04731619536278573
-387200	-0.3872	0.7531150770530068	24	0.7396295962652445	0.06572902670167366
-387100	-0.3871	0.7518905330162754	38	0.6926601921453326	0.06804934425883735
-387000	-0.387	0.7851262636293832	32	0.6903621366509152	0.05809310136791824
-386900	-0.3869	0.793229829420155	32	0.6731329433984852	0.05941196835792961
